tweet, category
"Texans holdout LT Duane Brown has returned to team, as @Rapsheet said. Houston is not trading him. He is expected to be with team this year.", 
"Take some time to watch Tom Rinaldi’s story on Carson Wentz and The Dutch Destroyer:... https://t.co/MDyo6JgMz2", 
"Judge denied NFL request for expedited hearing on Ezekiel Elliott, meaning he plays Sunday vs. Washington:... https://t.co/bn1km9yUk2", 
"Kind of day it was: Seven NFL teams failed to score an offensive TD on Sunday, the most on a single day since Dec. 16, 2001 (also 7).", 
"On the night before he plays the Eagles, Washington QB Kirk Cousins announced his grandmother passed away. https://t.co/aW9IQnLhKK", 
"Chicago rookie safety Eddie Jackson is first player in NFL history with multiple defensive TDs of at least 75 yards in a single game.", 
"Dolphins believe QB Jay Cutler suffered two cracked ribs today that could sideline him two to three weeks, per source. More tests coming.", 
"Dez caught it.", 
"Carson Palmer will have surgery on his broken left arm and miss eight weeks.", 
"Bears offense had five first downs today; Bears defense had two touchdowns today.", 
"Cardinals QB Carson Palmer ruled out with left arm injury.", 
"Seahawks RB CJ Prosise is active today.", 
"Browns OT Joe Thomas’ incredible consecutive snap streak could be about to end; he’s hurt.", 
"Ravens have ruled out WR Mike Wallace (concussion).", 
"49ers honoring their legendary WR Dwight Clark, who is battling ALS, at halftime today of what the team is calling \"87 Day.”", 
"Active today: Demarco Murray, Kelvin Benjamin, Mike Wallace.\n\nInactive today: Andre Ellington, Devante Parker, Bennie Cunningham.", 
"Saints WR Willie Snead inactive.", 
"Ravens WR Jeremy Maclin out today. Ravens never felt it was any more than 50-50 that he’d be able to play vs Vikings.", 
"Browns missing starting DBs. https://t.co/Ak6kp004OK", 
"Jaguars’ RB Leonard Fournette (ankle) officially inactive today vs. Colts, per source. Chris Ivory starts at RB.", 
"Anthem issue delaying NFL business, including Roger Goodell’s extension, per sources.... https://t.co/52QcBHlr1Z", 
"After today, Adrian Peterson will have played more games in London this season (2) than he has in New Orleans (1) and Arizona (1).", 
"Sources: Docs think Aaron Rodgers can throw in 6 weeks, giving him chance to return.\n\nhttps://t.co/Fc1hXcEjuq", 
"Titans RB DeMarco Murray, listed as questionable for today due to a hamstring injury, will play vs. the Browns, per source.", 
"Titans TE Delanie Walker, listed as questionable for today due to a calf injury, will play vs. the Browns, per source.", 
"Chargers RB Melvin Gordon, listed as questionable for today due to a shoulder injury, will play vs. Broncos, per source.", 
"Chargers WR Keenan Allen, listed as questionable for today due to a shoulder injury, will play vs. Broncos, per source.", 
"Panthers WR Kelvin Benjamin, whose knee swelled up during week and is listed as questionable for today, will play vs. Bears, per source.", 
"Cardinals RB Andre Ellington, listed as questionable for Sunday due to quad injury, is not expected to play vs Rams in London, per source.", 
"Jaguars RB Leonard Fournette, listed as questionable for Sunday due to foot injury, is considered a gameday decision. Jags not optimistic.", 
"Some good names out tonight to scout some good players: https://t.co/Nv7Y26qsKe", 
"Washington ruled out CB Josh Norman (rib), OL Tyler Catalina (concussion) and OL Ty Nsekhe (core injury) for Monday night.", 
"Raiders RB Marshawn Lynch already has appealed his one-game suspension for physical contact of official, per source.", 
"NFL announced Marshawn Lynch suspended one game.", 
"The inevitable that Green Bay dreaded: https://t.co/pIEat3OWwZ", 
"Packers have placed QB Aaron Rodgers on injured reserve.", 
"California State Senator moves to expand protections for workers’\nFirst Amendment rights; declares California a “Free Speech State”. https://t.co/4llOlJWJ43", 
"Seahawks officially placed DL Cliff Avril on injured reserve.", 
"Bucs QB Jameis Winston is starting Sunday vs Buffalo.", 
"NFL reviewing Marshawn Lynch’s physical contact with an official for a fine or possible suspension.", 
"NFL said it is not trying to settle with Ezekiel Elliott and it’s confident the punishment will be upheld.", 
"Atlanta’s Vic Beasley Jr. named Week 6 NFLPA Community MVP for raising awareness and funds in fight against childhood cancer.", 
"The thrill of victory: https://t.co/uzFVDbm1AK", 
"Replay shows his butt touched....", 
"Raiders RB Marshawn Lynch ejected for making contact with an official. Physical contact with an official carries a fine of $30,387.", 
"Deshaun Watson gives back to Houston families impacted by Hurricane Harvey:\n\nhttps://t.co/6fHGe53qru https://t.co/DWqFpcShPo", 
"Role reversal: Raiders typically most penalized team in the NFL - now top 5 in fewest penalties. Chiefs - NFL’s 2nd most penalized team.", 
"No practice again today for Titans RB DeMarco Murray, nor Jaguars RB Leonard Fournette.", 
"NFL fined Steelers’ safety Mike Mitchell $48,620 for his late hit on Chiefs QB Alex Smith, per source. He is appealing.", 
"Washington’s Jonathan Allen will be on IR with designation to return, per source.", 
"Sam Antonio Spurs asked their fans to join them in the “pursuit of equality.”... https://t.co/qQSYR3Ss6g", 
"Official Geragos &amp; Geragos statement on behalf of Colin Kaepernick in response to Donald Trump tweet: https://t.co/xy6fdt3BL9", 
"Good sign for KC tonight: Road teams this season are 46-45. Last time road teams above .500 this late? Week 6 of 2000 (45-41-0), per Elias.", 
"With DeShone Kizer starting Sunday, the Browns now have switched starting quarterbacks 20 times in the past 43 games.", 
"#KnowThemFromAdam\n\nRotoworld’s fantasy maven @evansilva with NFL tips, ESPN’s NFL researcher @EpKap with NFL facts.\n\nhttps://t.co/oWKPvA7OnV", 
"A setback for Andrew Luck.... https://t.co/M7EupOe69C", 
"Browns’ QB Kevin Hogan, who started last week, now down to 3rd-string and Cody Kessler promoted to 2nd-string, per @FieldYates and me.", 
"Washington first-round pick Jonathan Allen out for the year, per @john_keim.", 
"Browns re-named DeShone Kizer their starting QB for Sunday vs Titans.", 
"One of the best uniforms in sport: Chargers wearing powder-blue alternate uniforms for first time this season Sunday when they play Broncos.", 
"Well done.... https://t.co/19jZeAXKlE", 
"#KnowThemFromAdam\n\nRotoworld’s fantasy maven @evansilva with NFL tips, ESPN’s NFL researcher @EpKap with NFL facts.\n\nhttps://t.co/oWKPvzQdwn", 
"Cannot imagine the Patriots being handed their championship rings right before opening game like this. Ever.", 
"So Ezekiel Elliott now gets to play next two weeks at SF, at Washington - with good chance to play even longer.", 
"Celtics announced Gordon Hayward diagnosed with fractured left ankle.", 
"And now, 🏀.", 
"TRO granted, good for 14 days, at which point Judge will rule on whether or not to grant Preliminary Injunction and keep Zeke eligible.", 
"Zeke is back off suspension: https://t.co/GF7aydVTbR", 
"49ers placed Arik Armstead on IR and released TE Logan Paulsen.", 
"Colts HC Chuck Pagano expects RB Robert Turbin to miss rest of season with arm injury he suffered Monday night.", 
"The man who created the entertaining screen shot: https://t.co/jUQR2wPXLh", 
"Falcons’ safety Ricardo Allen with the Twitter takedown of the week: https://t.co/ehVl7jnODC", 
"Official Geragos &amp; Geragos statement, spelling out that the NFL did not invite Colin Kaepernick to attend today’s meetings: https://t.co/ecSPzWag84", 
"Seahawks RB C.J. Prosise is expected to play Sunday vs Giants.", 
"Judge Paul A. Crotty is hearing today’s motion, and he now has the authority to empower or derail the Dallas Cowboys’ season.", 
"Joint NFL-NFLPA statement: https://t.co/v4Swz4WhvW", 
"Congratulations to E:60 on its 10-year run of sustained excellence. https://t.co/gpZKbMRxV1", 
"All comes down to NY today. Starts in about an hour. https://t.co/zM6OWuBtpq", 
"Players in NYC: A Boldin, D. Butler, R. Okung, K. Stills, J. Thomas, M. Thomas, K. Beachum, D. Davis, M. Jenkins, C Long, E. Reid, J Norman.", 
"Seahawks WR Doug Baldwin Jr. and NFL Commissioner Roger Goodell send this letter to Senate Judiciary Committee: https://t.co/CkfZdlYqzm", 
"Jaguars are releasing kicker Jason Myers and signing former Chargers kicker Josh Lambo, per source.", 
"Panthers released QB Brad Kaaya, per source.", 
"https://t.co/9IOnbBE3kB", 
"Marcus Mariota officially starting tonight vs. Colts.", 
"Mike McCarthy reaffirmed his team’s commitment to its QBs, Brett Hundley and Joe Callahan, not any QB outside organization, Kaep or anyone.", 
"Packers HC Mike McCarthy said GB would add a 3rd QB to roster, but he bristled at idea team would have interest in Colin Kaepernick.", 
"Packers QB Aaron Rodgers needs surgery on broken collarbone.", 
"Former 49ers’ LB NaVorro Bowman is signing a one-year, $3 million deal with the Raiders, per sources.", 
"Broncos QB Trevor Siemian has a minor shoulder sprain, but team believes he should be able to play Sunday vs. Chargers, per source.", 
"Bad injury to a very good player: https://t.co/UhrdDSWTlh", 
"Packers placed CB Quinten Rollins on injured reserve.", 
"Broncos WR Emmanuel Sanders will miss Sunday’s game vs. Chargers with sprained ankle, per Vance Joseph.", 
"Some positive QB developments for Minnesota: https://t.co/4sZ7fsjITr", 
"All signs in place for Titans QB Marcus Mariota to play tonight.", 
"Packers have promoted QB Joe Callahan to roster from their practice squad, per @RobDemovsky. Brett Hundley and Callahan up next.", 
"Looks as if doctors gave Teddy Bridgewater the news he wanted: https://t.co/VXV9zhyObZ", 
"Larry Fitzgerald said he wished he played with Adrian Peterson before. But Cards passed on Peterson at No. 5 in 2007 draft for Levi Brown.", 
"Despite suffering a foot injury Sunday, Jaguars still expect RB Leonard Fournette to play this week vs. the Colts, per source.", 
"Packers have been to QBs what Steelers are to HCs.  Since Brett Favre’s first season in 1992, Packers have used a league-low 6 starting QBs.", 
"Aaron Rodgers.\n\nJJ Watt.\n\nOdell Beckham Jr.\n\nDalvin Cook.\n\nDavid Johnson.\n\nJulian Edelman.\n\nNot good for them, their teams, nor the NFL.", 
"Broncos QB Trevor Siemian expected to undergo MRI  on left shoulder Monday, per @Jeff_Legwold. Broncos fear similar AC injury as last year.", 
"Broncos’ WRs Emmanuel Sanders and Isaiah McKenzie both suffered right ankle injuries. X-rays on both negative, but both have MRIs Monday.", 
"X-rays on Jameis Winston’s shoulder were negative, and he will undergo an MRI on Monday in Tampa.", 
"DeShaun Watson leads NFL in TD passes and is first rookie to throw at least three TD passes in three consecutive games.", 
"NFLPA Statement on Colin Kaepernick Collusion Grievance: https://t.co/TIJXSe2XFg", 
"Champagne corks in Miami.", 
"Jaguars RB Leonard Fournette - right foot injury. Now on bench getting examined.", 
"Former 49ers LB Navorro Bowman is visiting the Raiders in Monday and then is planning to visit the Cowboys, per source.", 
"Raiders donated $1 million to North Bay fire relief and recovery efforts.", 
"Packers’ LT David Bakhtiari re-injured his hamstring and RT Bryan Bulaga is out with a concussion.", 
"Just wondering: what if the Packers called Wisconsin’s own Tony Romo...?", 
"One view of the impact of Aaron Rodgers’ injury, via @ESPNStatsInfo: https://t.co/DnAKFcwJcn", 
"A look at the injury that might have ended Aaron Rodgers’ season: https://t.co/QCe507SHra", 
"Aaron Rodgers broke his left collarbone in 2013 and missed seven games. This year he has broken his right collarbone.", 
"Packers announced Aaron Rodgers has a broken collarbone and might miss rest of season.", 
"Packers announced Aaron Rodgers had a broken collarbone and might miss rest of season.", 
"Aaron Rodgers hurt and out of game.", 
"For today’s game against Washington, 49ers’ captains include three former Redskins: Pierre Garçon, Logan Paulsen, Aldrick Robinson.", 
"Saints WR Willie Snead is active today.", 
"Despite not practicing all week, Washington OT Trent Williams is active. RB Rob Kelley inactive.", 
"Dolphins WR DeVante Parker officially inactive.", 
"Ravens’ WR Jeremy Maclin is inactive today vs Bears due to shoulder injury, per source.", 
"Giants' WR Brandon Marshall not ready to retire yet, adding, “I don't want to go out like that.”... https://t.co/qLWNN7DU2B", 
"49ers agreed to trade NaVorro Bowman to Saints before deciding to release him, per sources.\n\nhttps://t.co/16bTisVL4y https://t.co/gUWMH7NZzQ", 
"Former Dolphins OL coach Chris Foerster enters Miami rehab facility:\n\nhttps://t.co/AQzRYw74GP https://t.co/kX3qGp6wBV", 
"Panthers LB Luke Kuechly avoided concussion vs. Eagles, per sources.\n\nMore on ESPN’s Sunday NFL Countdown.... https://t.co/BQRREsjxft", 
"A Jets’ win would give them a better record than the Patriots this late in season for the first time since Week 6 of 2010, per Elias.", 
